vað	síbrúgv,fiskatorva
verja seg	bøta fyri seg, sær;fara, vera í verjustøðu;forsvara seg;gera manngarð (um e-t);gera, veita mótstøðu;gera víggirðing;halda, herja afturímóti;ikki geva einum (øðrum) nakað eftir;ikki (vilja) dvína, lúta, víkja o.fl.;klára seg ímóti...;lofta høggi;reisa, seta seg til mótverju;roynast væl;sláa aftur;sláa høgg frá sær;standa bak ímóti baki;standa ímóti;standa dreingiliga, manniliga;standa e-m eitt gott tøss;standa seg væl (ímóti e-m);standa sum drangur í brimi, dyningi;standa stinnur;standa væl og manniliga;sýna dirvi, mansevni, mót;venda saman bøkum;vera baksutur;vera ein (rættur) maður, eitt mannfólk;vera ringur at basa;víggirða seg↔ansni,atsóknarmaður,álop,bjarga,eftiransin,eftirlit,fáa mótstøðu,halda út,mótmæla,mótmæli,mótstøðumaður,passa,standa fyri skotum,svara,treiskast,vaktarhald,vaktari,verja,verja annanAndheiti:fara
verji	sívernd
verjubúni	síklæði(r)
verjugarður	sígarður
verjuleikari	sívernd
verjuleysur	síóvardur
verjulið	síherlið,vernd
verjuloysi	Samheiti:verndarloysi↔avdubba,avdubbing,óvardur
verjumaður	sívernd
verjumálaráð	sívald
verjuráð	sívernd
verjurøða	sítos
verjusamgonga	sífelag
verjusáttmáli	sísemja
verjuskip	sísjófar
verjuskylda	sískylda
verjutiltak	sífyribyrging,vernd
verjutollur	síavgjald
verjuvirki	síbygningur,vernd
verk	síarbeiði,motorur,skriv,starv
verka	síarbeiða
verkamannafelag	sífelag
verkamannastætt	sísamfelagsstætt
verkbann	síverkfall
verkevni	Samheiti:arbeiðssetningur,dagssetningur,fyrisetningur,húskallasetningur,kvøldsetningur,kvøldsgerð,setningur,starvsmál,uppgáva,verkætlanálagt, ásett, ávíst, fyrisett, fyriskipað arbeiði;bundin uppgáva;mál at loysa;so og so mikið (av) arbeiði;spurningur at loysa, svara(skúlaarbeiði)evnisvika,heimaarbeiði,heimasetningur,skúlating,tekstuppgávabundin stílur(tíðarætlan)plánur↔arbeiða,arbeiði,ítriv,skrá,starv,starvsgrein,vinnulív,yrki
verkfall	Samheiti:aðalverkfall,alverkfall,hungursverkfall,pjakverkfall,samhugaverkfall,setuverkfall,sitiverkfall,streika(arbeiðssteðgur)verkbann↔arbeiða,arbeiði,streika
verkfalsgrunnur	sígrunnur
verkfalsrættur	sírættindi
verkfalssvíkur	sísvikari
verkfelagi	sífelagslimur
verkfúsur	síraskur
verkgrein	sístarvsgrein
verkhestur	síbarbrot,slitmaður
verkingar	sípína
verkir	sípína,tvílívað
verkja	Samheiti:agga,bíta,gremja,harma,helseta,heltaka,knúska,kúga,kúgva,meina,meinbjóða,meinka,naga,negla,nerva,níta,níva,pína,plága,sára,sárna,seigpína,stinga,svíða,særa,tortla,trega,treingja,trykkja,tyngja,virkjaelva e-m ringa samvitsku;elva til, valda, volda pínu, sorg, trega o.fl;ganga e-m at hjarta;gera e-m ringt;hanga oman yvir e-m;hanga sum eitt svørð yvir høvdinum (á e-m);hvíla, liggja sum ein marra á e-m;kráa í hálsinum, kylja, murra í tonnini;liggja sum ein byrða, byrði, kleppur á e-m;liggja sum eitt band, haft, ok á e-m;lækkast á;níta at beini, at hjarta(num);níta inn at hjartanum, sálini;níta í hjartað, hjartarøtur(nar);níta, pína, svíða í;níta, pína, tyngja e-n;níta, raka, ráma meint;níta, svíða í merg og mønu;seta at hjartanum;síga saman um e-n;skera (ein) í hjartað;taka e-m dygt, fast, meint;taka e-n fyri hjarta;treingjast samanum;vera e-m (sum) ein kleppur;□e-t etur, ger, trokar seg inn á e-n;e-t gremur, harmar, tyngir e-n;e-t hvílir (tungt) á e-m;tað fer ígjøgnum mønu og merg;tað fer ígjøgnum, nýtur, svíður í merg og mønu↔pína,pínast,píning,sorg,sorgarbundin,svárur
verkjandi	sísvárur
verkkønur	sífullkønur
verklag	síarbeiðslag
verkloysi	síarbeiðsloysi
verksmiðja	síverkstaður
verksmiðjuskip	sísjófar
verksmiðjutrolari	sísjófar
verkstað	síverkstaður
verkstaður	Samheiti:blikksmiðja,bilsmiðja,bilverkstaður,fabrikk,fiskavirki,flakavirki,ídnaðarvirki,jarnsmiðja,jarnvirki,prentsmiðja,skipasmiðja,skósmiðja,snikkaravirki,smiðja,smíðastova,smíðstova,snikkaraverkstaður,spunahús,spunalag,spunavirki,stálverk,steinsmiðja,stoypivirki,tøtingarsetur,tøtingarvirki,ullvirki,ullvirkishús,verksmiðja,verkstað,virki,virkishúsrækjuvirki, skeljavirki, o.fl.↔framleiðsla
verkstova	síhøli
verkur	síknykil,pína
verkætlan	sískrá,verkevni
verkøki	sístarvsgrein
verleys	síeinsamallur
verma	síhita,nørast
vermamma	sískyldfólk
verming	síhiti,nøring
vermomma	sískyldfólk
vermóðir	sískyldfólk
vermutur	sílitaður
vernd	Samheiti:forsvar,fyribøting,verja,verjutiltak,vørn(verndarbúni)andlitsverja,eygnaklaffur,gassskortur,hoyrnarvernd,klaffi,klaffur,oyraklaffur,skotbjálvi,skýla,trygdarbelti,trygdarbrillur,trygdarseli,trygdarskógvar(áslag)skógvur,styrking,umslag(landaverja)djóravernd,heimavernd,herverja,náttúruvernd,sjóverja,trygdareftirlit,trygdarløgregla,umhvørvisvernd(kupul)lampuglas,lampuskermur,lampuskíggi(mótverja)lívvakt,lívverja,lívverji,loftvernd,neyðverja,sjálvverja,verjuvirki,verndarvirki,víggirðing(regnskíggi)regnskjól,regnverja(skjøldur)herskjøldur,lívdarskjøldur,riddaraskjøldur,rond,skjold(skuggi)húgvutútur,strútur,tútur(skýli)fylgsni,bussskýli(sólskjól)sólskíggi,sólskýli,sóltjald(verji)bakkur,bakverja,bakverji,barnavernd,láturverja,láturverji,manngarður,málmaður,málverji,verjari,verjuleikari,verjulið,verjumaður,verjuráð,verndari,verndarlið(verja)gitnaðarverja,hjalt,kúfangari,sagargron,sagingargron,skermur,skíggi,spruttlappi,stoytkoddi,trygdarnet,vindskjól o.fl.↔eydnulutur,lívd,slíðrar
vernda	sídubba,passa,verja
verndarandi	síeydnulutur,ævintýrhugtak
verndarbúni	síklæði(r),vernd
verndardís	síeydnulutur
verndareingil	síeydnulutur,ævintýrhugtak
verndargarður	sígarður
verndargripur	síeydnulutur
verndarhond	sílívd
verndari	sívernd
verndarkvinna	síeydnulutur
verndarleysur	síóvardur
verndarlið	síherlið,vernd
verndarloysi	síverjuloysi
verndarvirki	síbygningur,vernd
verndarvættur	síeydnulutur
verpa	síblak,grót,nørast
verpápi	sískyldfólk
verping	sínøring
verpingarfuglur	sífuglur
verpingarførur	sítilkomin
verpingarhøna	sífuglur
verpur	síanda
vers	sísangur
versna	sístormaSamheiti:herðast,ringast,tyngjast,veiklastbyrja av álvara at...;dríva enn meira á;fara úr einum ringum í annað (verri);fara úr øskuni í eldin;ganga aftur á hond, hondina (hjá e-m);gera enn meira av;gerast illari, óðari, verri, villari;gerast verri og verri;grimast á;standa við og versna;versna fyri hvønn dag;versna í heilum, í hvørjum;vinda seg upp;□ein neyðin rættir aðrari hondina;enn er ilt ókomið;enn er tað ringasta, versta eftir;hann varð fyri bakkasti;har er eingin bati, lívd at hóma;tað gongur bara eftir reyv↔gera aldu,sjúklast,storma
versnandi	sívaksandi
versonur	sískyldfólk
vertsfólk	sívertur
vertshús	sískeinkistova
vertskapsmaður	sídrankari
vertskapur	síveitsluhald
vertskona	sívertur
vertur	síkanning,sindurSamheiti:tilhaldsfólk,útleigari,vertsfólk,vertskona(innbjóðari)innbjóðingarmaður(millumvertur)vertur eina tíð (um kykt, veru)↔búgva,bústaður,hýsa,vitja,vitjanAndheiti:gestur
veruháttur	síarbeiðslag,medferð
verulag	síarbeiðslag,medferð,sinnalag
veruleikafjarur	síhugfjarur,óveruligur
veruleikaflótti	Samheiti:dagdreymur,hugsveiman,romantikk,romantikkur,sveim,sveiman,vøkudreymur(heilaspuni)dreymamynd,dreymasjón,dreymsjón,dreymsýni,dreymur,heilavavstur,hugaburður,hvørv,hvørva,hvørvi,hvørvisjón,hvørvsjón,innansjón,innbilningur,íspuni,sansahvørving,sjónarvilling,sjónhvørving,sjónvilla,tvingsilshugsan,uppspuni,varmynd,villing,villingarsjón,yvirsjónfølsk ímyndan;sjón í dreymi(ynskisdreymur)dreymur,framtíðardreymur,framtíðarhugsan,gykl,gyklan,gyklaverk,ímyndan,skýborg,ungdómsdreymur,vóndreymurdreymkent, óveruligt ynski;følsk vón;óverulig hugsjón(dreymaheimur)dreymaland,dreymaverð,fílabeinstorn,hugaheimur,ævintýrheimur↔droyma,hugfjarur,ósannindi,óveruligur,sjón,undurverkAndheiti:sannindi
veruleikaskil	síklókskapur
veruleikastevna	sísannindi
veruleiki	sísannindi
veruliga	sínevniliga,ógvuliga
veruligur	sífrálíkur,sannur
verumáti	símedferð
verøld	Samheiti:alheimur,heimsrúmd,heimur,himmalrúm,himmalrúmd,himnarúmd,royndarheimur,rúmd,verð,verð(in),vørild(knøttur)himinknøttur(jørð)alheimur,fold,heimsknøttur,heimur,jarðarklóta,jarðarknøttur,jarðarkringla,jarðarkringur,jarðarríki,jarðknøttur,jørð(in),klóta,mannaheimur,meginheimur,royndarheimur,stórheimur,verð,verð(in),verøld,vørildhin gráa;hin stóri heimur;tann stóra verð(evnaheimur)evnisheimur↔himmalhválv
vesa	síbeistast,roykur,rúka
vesaladómur	sífátækt
vesaladýr	sívánamaður
vesalafólk	sívánamaður
vesalakor	sífátækt
vesalamaður	sívánamaður
vesalavætti	sírakdirðil,vánamaður
vesaldómur	sífátækt
vesaldømi	sífátækt
vesalingur	sívánamaður
vesalligur	sídygdarleysur,fátækur,illa ílatin,kraftleysur
vesallur	sídygdarleysur,fátækur,kraftleysur
vesalur	sídygdarleysur,fátækur,kraftleysur
vesan	sílevind,roykur
vesasligur	sídygdarleysur,fátækur,kraftleysur
vesast	sírúka
vesi	síhøli
vesipappír	sískoynisoppur
vesirulla	sískoynisoppur
vestafikka	sílummi
vestalummi	sílummi
vestan	síættir
vestanalda	sísjóvarilska
vestanbrim	sísjóvarilska
vestanbrot	sísjóvarilska
vestanfleyr	sívindur
vestanfyri	sívestureftir
vestanlond	sístatur
vestanlot	sívindur
vestanódn	sívindur
vestanriv	síillveður
vestanstormur	sívindur
vestantil	sívestureftir
vestanveður	sívindur
vestanveldi	sístatur
vestanvindur	sívindur
vestanæl	síregn
vestarlaga	sívestureftir
vestfall	sístreymur
vestfalsbroddur	sístreymur
vestfalskyrrindi(r)	sístreymur
vestligur	síættir
vestur	símorgun,vestureftir
vesturdrekka	sídrekkivatn
vestureftir	Samheiti:vestur,eystan,eystaneftir,eystanífráav, úr eystaru helvt, síðu;av, úr eystri, eysturætt;eystaru megin frá;í ein vestan;í vestan, vestanætt, vestur, vesturætt;móti vestri;úr einum eystan, eystri;vestur av, á, eftir, frá, fyri, um, undir, við yvir...;vesturav, -á, -frá, -fyri, -um, -undir, -við, -yvir(vestanfyri)vestantil,vestarlagaá, í vestaru helvt, síðu;á, í vestara parti;á vestursíðuni;har vesturi;í ein vestan úr...;móti vestri;vestan...;vestan fyri...;vestaru megin, vestanvert á, við...;vestaru megin;vesturi á, hjá, í, við o.fl.;vestur úr...↔norðureftir,suðureftirAndheiti:eystureftir
vesturgerð	sístreymur
vesturhallur norðan	síættir
vesturhallur sunnan	síættir
vesturhallur útnyrðingur	síættir
vesturhallur útsynningur	síættir
vesturhimmal	síhimmalhválv
vesturlega	síhvíld,lega
vesturlond	sístatur
vesturroði	síroði
vestursjógvur	síhav
vesturskin	síljósglæma
vesturstrond	sístrond
vesturtíð	símorgun
vesturvarði	sívarði
vesturætt	sívindur
vet	sísindur
vetamoli	sísindur
vetasindur	sísindur
vetiskorn	sísindur
vetraralda	sísjóvarilska
vetrararbeiði	síarbeiði
vetrarbátur	sísjófar
vetrarbeiti	síjarðarstykki
vetrarbit	síjarðarstykki
vetrarbrim	sísjóvarilska
vetrarbúni	síhúð
vetrardámur	sílittóni
vetrardúrur	sísvøvnur
vetrardvali	sísvøvnur
vetrarepli	síepli
vetrarfiskur	sífiskur
vetrarfóður	símatur
vetrarfriða	sífriða
vetrarfriðaður	sífriða
vetrarfriðing	sífriðing
vetrarfrí	sífrítíð
vetrarfrítíð	sífrítíð
vetrarfrælsi	sífrælsi
vetrarfuglur	sífuglur
vetrarføða	símata
vetrarføði	símatur
vetrargerð	síarbeiði
vetrargestur	sígestur
vetrargildi	síveitsluhald
vetrarhagi	síjarðarstykki
vetrarhavn	sífjørður
vetrarhálvár	síhelmingur
vetrarítrótt	síkapping
vetrarkavi	síkavi
vetrarklæði	síklæði(r)
vetrarkostur	símatur
vetrarkuldi	síkuldi
vetrarkyrring	síspeking
vetrarlega	sífjørður,seingjarstaður
vetrarlestur	síbókalestur
vetrarligur	sílitaður
vetrarlitur	sílittóni
vetrarlógv	sífuglur
vetrarluft	síhimmalhválv
vetrarlýsi	síljósglæma
vetrarmagn	síillveður,kavi,ódnardagur,vánatíð
vetrarmatur	símatur
vetrarmið	sífiskileið
vetrarmjøll	síkavi
vetrarmyrkur	símyrkur
vetrarnáti	sífuglur
vetraródn	síillveður,sjóvarilska,vindur
vetrarróður	sífiskiskapur
vetrarsegl	sísegl
vetrarseiður	sífiskur
vetrarsjógvur	sísjóvarilska
vetrarskeið	sískúlagongd
vetrarsmør	sífitievni
vetrarsnípa	sífuglur
vetrarstormur	sívindur
vetrarsvøvnur	sísvøvnur
vetrartjaldur	sífuglur
vetrartyngd	sítunglyndi
vetrarvatn	sívatn
vetrarveður	síillveður,veðurlag
vetrarvindur	sívindur
vetrarvist	síbústaður
vetringskvíga	síneyt
vetringur	síneyt
veturbland	sísindur
veturfrælsi	sífrælsi
veturgamal	síaldrandi
veturgrønur	sílitaður
veturnáttaterri	síterri
veturseta	síbústaður
vevdast	síarbeiða
veviligur	síómakaleysur
vevja	síbinda,dreiva,dubba,endurtaka,grópa,møsna
vevjing	síumvav
vevkonuknútur	síknútur
vevkynstur	sílist
vevla	síbinda,dreiva
vevlingur	síband,slintra
vevlist	sílist
vevlína	síband
vevmoyggj	sískeivleiki
vevsaks	sídálk
vevskarn	sídálk
vevskeið	sískúlagongd
vevskúli	sískúli
vevstova	síhøli
við	síá sama hátt,umborð
viðaður	síbeinur
viðarbulur	Samheiti:bulur,buttur,kubbi,rundstokkur,rundtræ,spír,spíra,spírendi,spíri,spírur,stokkur,stórtræ,tólvalnastokkur,tríggi,træbulur,træbuttur,trækubbi,træstubbi,viðarkubbi(klóta)klótendi,klótuendi,klumbur,rót,rótendi↔viður
viðarbørkur	síhinna
viðarfarmur	sífarmur
viðargarður	sírimaverk
viðarklædningur	síveggur
viðarkol	síbrenni
viðarkubbi	síviðarbulur
viðarlund	síurtagarður
viðarranki	sístápil
viðarskip	sísjófar
viðarsprek	síviður
viðartrot	sítørvur
viðarøks	síknívur
viðaslag	síviður
viðbaravís	sílátast
viðberaflati	síflati,skoyti
viðberavís	sílátast
viðberi	síknøttur,strika
viðbering	sískálkaskjól
við bit og slit	síso dánt
viðbót	síískoyti
viðbragd	Samheiti:akslaypp,bakkast,baksyfta,blunk,bragd,bragdan,brá,bráðbragd,bráðkast,bráðvend,bráðvending,bresting,brestur,eygnablunk,eygnabragd,eygnabragð,eygnabrá,eygnakast,eygnaskot,handarbragd,handarbragð,handarbrá,handbragð,hábrøgd,hirs,høvuðbragd,kast,lívsbragd,mótsyfta,nakkakast,rørsla,snarbragd,snaring,snirr,snúgving,snúning,spjálk,spjálkan,sprell,syft,syfta,syfting,tritl,tvørkast,tvørsipan,vend,vendi,vending,viðbragð,viðbrá,vims,vindsilknapplig, knøpp, kvik, rørsla, vending↔lótir,rembast,rista,risting,rørsla,skelking,skelkja
viðbragdsskjótur	sískjótførur
viðbragð	síviðbragd
viðbrá	síviðbragd
viðbrekin	síbrákaligur,kensluligur,smásárur
viðburðarvís	sílátast
viðburður	síeydna,hending,skálkaskjól
viðbyrgi	síjarðarstykki
viðbøting	síafturbøting
viðeiriligur	sígóðsintur,lítillátin,villigur
viðfarast	síhenda
viðfaring	sírøkt
viðfáningur	síítriv,skálkaskjól,vánamaður
viðfeingin	sífeingin
viðferð	sírøkt,viðføri,viðgerð
viðfestisull	síull
viðføddur	síarviligur
viðføra	síviðføri
viðføri	Samheiti:bakbyrða,dragsl,drasl,farhólm,farhólmur,ferðagóðs,ferðaskjátta,ferðaskrín,ferðataska,handviðføri,herðaskjátta,klædnasekkur,klæðsekkur,kuffert,kufført,ryggsekkur,skjátta,skjútsbyrða,viðferð,viðføra,viðføringur,viðførningur↔byrði
viðføringur	síviðføri
viðførligur	síómakaleysur
viðførningur	síviðføri
viðførur	síómakaleysur
viðganga	síásanna
viðgangur	síeydna,sangur
viðgera	síarbeiða,grøða,umvæla
viðgerð	síarbeiði,orðaskifti,røktSamheiti:ansur,atstøða,avvenjing,baðviðgerð,bak,bakstur,eftirviðgerð,fjálgan,frávenjing,fyrstahjálp,geislaviðgerð,hitaviðgerð,inntak,inntriv,ískurður,ítak,læknaviðgerð,nálaviðgerð,røkt,røntgenviðgerð,serviðgerð,sjúkrahjálp,sjúkrarøkt,sjúkuviðgerð,skurðgerð,skurður,skurðviðgerð,sólviðgerð,umsorg,umsorgan,varmaviðgerð,viðferð,vælrøkt,vøddamýkinggóð røkt(koma undir læknahond)fara, koma undir doktarahond↔afturbøting,grøða,hjálpa,røkt,sjúka,sjúkur,styrkja,umvæla
viðgerði	síjarðarstykki
viðgitaður	sífrálíkur
viðgitin	sífrálíkur,navnframur
viðgongd	síeydna
við góðum	síyndisliga
viðhald	síjáttan,røkt
viðhaldsfólk	sípartamaður
viðhaldsmaður	sípartamaður
við hávirðing	Samheiti:frá,heilsan,tín,virðiliga,virðingarfylst,virðingarmestblíðar, kærar, vina(r)ligar heilsanir, heilsur, kvøður;tær bestu heilsanir;við heilsan(um), heilsu(m), kvøðu(m);við fagnaðarkvøðu, felagskvøðu, heiðurskvøðu, ítróttakvøðu, vinarheilsan o.fl.;við vón, ynski um...↔heilsa,heilsan
við helmingsskorti	sílitaður
viðhvørt	Samheiti:ímillumat,onkrantíð,onkuntíð,stundum,uppímillumav og á;eftir happum og hátíðum;ein dag av og á;ein og ein dag;einstakar ferðir;ikki av, á síføldum;ikki hvønn dag;ikki ofta, ikki tíðum;í løtum;onkun dag uppímillum;onkuntíð uppímillum;stak ferðir;stund um stund;summar tíðir(sjáldan)ótíðum,sjaldaní ávísum, stak førum, tilfellum;næstan aldri, næstan ikki, næstan ongantíð;næstum aldri, næstum ikki, næstum ongantíð;nærum aldri, nærum ikki, nærum ongantíð;við longum millumbilum;□tað er ikki á (í) hvørjum bragdi, bragði, degi, sinni;tað er ikki hvønn dag;tað er langt, leingi ímillum at...;tað er uppímillumgjørt at...↔eindømi,hending,nakrantíð,ongantíð,sjáldsamur
viðing	sívakstrarlop
viðkennast	síásanna
viðkenning	síbírætting
viðkensla	sífyrigeving
viðkomandi	síáðurnevndur
viðkrút	síóflýggjakroppur,ótangi
viðkvæmi	síføli
viðkvæmur	sífeingin,kensluligur,smásárur
viðlíkahald	sírøkt
viðlína	síband
viðlítil	síúrklænur
viðmerking	síískoyti
viðmæla	síelva,lovprísa
viðmæli	síámæli,játtan,ummæli
viðmælisbræv	síjáttan
viðmælisskriv	síjáttan
við neyð	síso dánt
við neyð og deyð	síso dánt
viðnæmur	síkensluligur,smásárur
viðraking	Samheiti:fundur,uppdagan,uppdaging(eftirgáan)athygging,skoðan↔hygg,hyggja,kanna,síggja,sjón,staran
viðraknaður	síalvakin
viðrák	síeydna,játtan,streymur
við roka	síjavnstrokin
viðseting	Samheiti:aling,fostur,framaling,slepping,útseting,ynging↔alari,djórahald,nøra,nørast,nøring,skipan,uppaling,uppfostranAndheiti:avtøka
viðsetingarførur	sítilkomin
viðsetingarkálvur	síneyt
viðsettur	sínøra
viðsetukálvur	síneyt
viðsetumaður	síveiðimaður
viðsitingarmaður	síveiðimaður
viðskerabúð	sísølubúð
viðskeri	símatur
viðskiftafólk	Samheiti:fiskakeypari,hosnamaður,hosutakari,keypari,keypsland,kundie-r sum er hægstbjóðandi(brúkari)njótari,nýtari↔handilsskapur,keypa,keypmaður,selja
viðskifti	síhandilsskapur
viðskurður	síillsinnisgleps,skríggj
viðspæl	síspælilutur
viðspælari	sípartamaður
viðstaddur	síhjástaddur
viðstreymur	sístreymur
við stríð og strev	síso dánt
við tað passið	síta ferð
viðtaka	síavgera
viðtal	síorðaskifti
viðtala	síorðaskifti
viðtalandi	síóuppgjørdur
viðtalsrúm	síhøli
viðtalsstova	síhøli
viðtalurúm	síhøli
viðtikin	síásettur,galdandi
viðtøka	sídómur,lóg,móttøka,semja
viðtøkuføri	sífrídómur
viðtøkugarður	sígarður
viðtøkumaður	símóttakari
viðtøkusørur	síórin
viður	Samheiti:áraplanki,árasprek,árastokkur,áratræ,ásur,bandastaki,bandaviður,bátasprek,bátaviður,bátsviður,biðistavur,biti,bjálki,borð,borðendi,borðsendi,borðviður,botnrim,botnsakarim,bóndatræ,bóndaviður,bretti,bróstaviður,dragbjálki,drivspónur,fjalarsprek,fjalarstubbi,fjøl,flatgyrði,gagnviður,gegnistræ,geituviður,gignissprek,gignistræ,gólvborð,gólvfjøl,gyrðistræ,handilsstokkur,handilsviður,hjalsrim,hornaborð,húsaviður,kassafjøl,kassaviður,kistuviður,kjaftrim,klótutræ,klótuviður,klædningsborð,kongstræ,kongsviður,kongsvrak,krambúðarviður,krossviður,krovásur,krovsprit,krubbufjøl,kvistaviður,leypsrim,límtræ,límviður,loftsbiti,loftsfjøl,lunnatræ,maðkatræ,maðkaviður,ognartræ,ognarviður,oyggjarviður,planki,raft,rangviður,ráborð,ráviður,rekastokkur,rekatræ,rekaviður,reki,rekspónur,revil,rim,smásprek,sneis,sneisarpetti,spónviður,sprek,sprita,sproti,stokkatræ,stokkaviður,stokkur,stórviður,timbur,timburstokkur,tróðraviður,tróðurviður,træ,træpetti,træsprek,træstokkur,tummaborð,tummafjøl,tummaviður,tunnufjøl,tunnustavur,tunnuviður,tvørri,tvørrim,valasprek,valaviður,valborð,viðarsprek(viðaslag)ask,askur,askviður,álmviður,birki,birkiviður,bjørk,bók,bókarviður,eik,eikitræ,eikiviður,einiberviður,einisúla,einitræ,fura,furuviður,grann,grannviður,íbinviður,kamfurtræ,reyðaviður,reyðiviður,reyðviður,royniviður,sedrisviður,svartviður,syfrisviður,syprisviður,taksviður,tekk,valnøt,valnøtatræ,øsp,øspabuttur↔skeivvaksin,viðarbulur
viðurbera	síhindra
viðurburður	síhending
viðurbyrgi	síjarðarstykki
viðurfarast	síhenda
viðurganga	síásanna
viðurgangur	sísangur
viðurgerð	síendurgjald,gjald
viðurgerði	síjarðarstykki
viðurgjald	síendurgjald,gjald
viðurkendur	sídáma,galdandi
viðurkenna	síásanna,tilbiðja
viðurkenning	síheiðursløn,játtan,lovorð
viðurlag	síendurgjald,gjald
viðurmøði	síhindur
viðurnevni	sínavn
viðurróður	síróður
viðurskifti	sílíkindi(r),standur,umrøðuevni
viðurstygd	símótvilji
viðurstyggiligur	símisháttur
viðursvet	sísindur
viðv.	síviðvíkjandi
viðvaring	síávaring
viðvending	síbroyting,kristning
viðvendur	síøvutur
viðvíkja	Samheiti:raka,umfatafata, røkka um;fevna um, yvir;hava at gera við at...;hava samband við;hava sum evni, innihald;hava við (e-t) at gera;koma einum við;nema við;snúgva seg um;raða, vera um;standa um↔viðvíkjandi
viðvíkjandi	Samheiti:um,viðv.○sum e-t snýr seg um, snýr seg um e-t;sum er um e-t, hevur við e-t at gera;sum viðvíkur...(viðvíkjandi)havandi í huga;hesum viðvíkjandi;í hesum, tí sambandi, viðfangi;í hesum høpi, samanhangi;við atliti at e-m, til e-t↔viðvíkja
viðvæli	sírøkt
viðvæling	sírøkt
viðøking	síískoyti,vøkstur
vifta	Samheiti:bløka,veiftra,veittra
viftingur	sívindur
viga	síjavnviga,lyftaSamheiti:vegafinna, mála, máta tyngd, vekt (á e-m);kanna, vita hvat e-t vigar(viga)vegahava, standa ávísa vekt;hava, vera ávísa tyngd;siga, vísa (í tyngd, vekt);vera so og so tungt↔javnvág,javnviga,kanna,máta,tungur,tyngd,tyngja
viggskorin	síkílaskapaður
viggvaksin	síkílaskapaður
vigli	sísindur,ull
vignast	síeydnast
vik	síristing,rørsla
vika	síførka
vikarur	sílærarafólk,varamaður
vikast	síførka
viki	síbugur,fjørður
vikna	síblinda,maka,minka,troyttast
viknaður	síútmøddur
viknandi	síminkandi
viksteinur	sígrót
vikublað	sískriv
vikuendi	síendi
vikuligur	síreglubundin
vikuløn	sígjald
vikuskifti	síbroyting
vikuskrá	sískrá
vild	síendamál,trá
vildarbyrur	sívindur
viligur	sívilligur
vilja	sívóna,ætla
viljafastur	sífastur
viljafrælsi	sífrídómur
viljagerð	síhjálp
viljagóður	sífastur
viljaleysur	símótfallin
viljaloysi	símótloysi
viljaloysingur	sívingliskøltur
vilja pissa	sípissa
viljasterkur	sífastur
viljastrok	síslím
viljastyrki	símegi
viljatráður	síband
viljaveikur	símótfallin
viljaverk	síhjálp
viljaviknaður	símótfallin
vilji	síendamál,megi,trá
viljugur	sívilligur
villa	síarga,brek,ganda,koyrivegur,skeivleiki,svika,tøta,ørvitisskapur
villaluft	sítoka
villandi	síatdráttarmikil,fløktur
villast	sítvílívaðSamheiti:hagvillast,skjótastfara hagavillur, hagvillur, mjørkavillur, villur;fara av kós(ini), rættari leið;fara, leggjast, skjótast av haga;fara skeiva kós, leið, skeivan veg;ganga, leggjast í bøin;ganga um mark;ikki finna (heim) aftur;mala, villa seg burtur av leið;skjótast av haga;villast av leið(fara regluvillur)fara skeivur av reglu;loypa reglu um;skriva regluskeivt;villast millum reglur(blanda)miskennablanda saman;kenna skeivt;missa dagaskilið, talið;villast í tí↔burturvik,burturvilstur,fløktur,sniðgøta,spilla fyri sær,umfarastAndheiti:finna veg,kenna mun á
villaveiggj	síull,vánamaður
villdjór	sídjór
villdunna	sífuglur
villdúgva	sífuglur
villdúva	sífuglur
villdýr	sídjór
villepl	síepli
villfremmandur	sífremmandur
villgás	sífuglur
villgeit	sígeit
villi	sísindur,ull
villidunna	sífuglur
villigur	Samheiti:alfúsur,ávirkiligur,ávíkiligur,ávíkin,beinasamur,dittinfúsur,eyðbiðin,eyðsveipin,fúsur,glaðbeintur,gleiðbeintur,gleivbeintur,hugfúsur,lagaligur,samstarvsfúsur,samstarvshugaður,tifaldur,tvígildigur,vegligur,viligur,viljugur,víkindasamur(hoyriligur)hoyrin,lóglýðin,lýðin,løglýðin,viðeiriliguraltíð til reiðar at...;góður at heita á;góður í ávikum;til dystin fús;til verka fúsur;○sum fegin vil;□hann er glaður við boðið;hann fer (ger tað) áðrenn hálvtalað er orð;hann ger tað fegin, gjarna, gladliga, gleðiliga, við gleði;hann ger tað orðaleyst;hann gongur, loypur á leistum (fyri e-n);hann setist ikki á bogin bein;honum er ikki at eggja↔áhugaður,átaka sær,eftirlíka,framfúsur,gjarna,góðsintur,hjálpsamur,raskur,tímaAndheiti:ófúsur
villineyt	síneyt
villing	sígandur,veruleikaflótti,ørvitisskapur
villingarsamur	sífløktur
villingarsjón	síveruleikaflótti
villingarætt	síseyðarætt
villingsull	síull
villingur	síseyður,ull,vargur
villini	sístyggur
villiniborg	sígjøgnumgongd,sniðgøta
villinifár	síótangi
villinifuglur	sífuglur
villinigøltur	sígrísur
villinistíggjur	sígjøgnumgongd,koyrivegur,sniðgøta
villinistígur	sígjøgnumgongd,koyrivegur,sniðgøta
villkattur	síótangi
villkøttur	síketta
villleiða	sísvika
villleiðing	sísvik
villmaður	sííbúgvi,óflýggjakroppur
villmansskapur	síørskapur
